    0.05693069   -0.05999480
    0.04702970   -0.06000569
    0.03712871   -0.05997158
    0.02722772   -0.05989051
    0.01732673   -0.05976035
    0.00742574   -0.05957882
   -0.00247525   -0.05934348
   -0.01237624   -0.05905165
   -0.02227723   -0.05870047
   -0.03217822   -0.05828678
   -0.04207921   -0.05780714
   -0.05198020   -0.05725776
   -0.06188119   -0.05663444
   -0.07178218   -0.05593249
   -0.08168317   -0.05514665
   -0.09158416   -0.05427097
   -0.10148515   -0.05329866
   -0.11138614   -0.05222190
   -0.12128713   -0.05103155
   -0.13118812   -0.04971682
   -0.14108911   -0.04826478
   -0.15099010   -0.04665965
   -0.16089109   -0.04488181
   -0.17079208   -0.04290621
   -0.18069307   -0.04069992
   -0.19059406   -0.03821806
   -0.20049505   -0.03539637
   -0.21039604   -0.03213668
   -0.22029703   -0.02827438
   -0.23019802   -0.02348934
   -0.24009901   -0.01695656
   -0.24752475   -0.00867438
